venue_id,label,value_som,value_eom,period_inflow,revenue,actual_revenue,br_charge,sky_direct_shortfall
S31,USDS raw / POL (ALM idle — already netted out of utilized),0,0,0,0,0,0,0
S32,"sUSDS raw / POL (ALM — Cat B 4626, $1.59B)",798615399.4386114172760199324,1371348954.658385744865054057,569783650.0870941970782747584,2949905.1326801305107593662,2949905.1326801305107593662,0,0
S34,"Spark USDC Vault (Morpho, Base)",494.7150552250027240720362460,427.8972157084486797936672000,-39.7576875000,-27.0601520165540442783690460,-27.0601520165540442783690460,0,0
S35,Aave Base USDC (aBasUSDC),0.00169200,0.00169600,0,0.00000400,0.00000400,0,0
S36,"Fluid Savings USDS (fsUSDS, Base)",283.8972488542868018174671926,283.8972488542868018174671926,0,0E-25,0E-25,0,0
S37,Savings USDS / sUSDS proxy (Base — POL),0E-20,0E-20,0,0E-20,0E-20,0,0
S38,USDS raw (Base — POL),65170000.00,65170000.00,0,0.00,0.00,0,0
S39,USDC raw (Base — ALM idle),5000000.00,4997775.72255700,-2224.277443,0E-8,0E-8,0,0
S41,Aave Arbitrum USDCn (aArbUSDCn),0.00631900,0.00632700,0,0.00000800,0.00000800,0,0
S42,"Fluid Savings USDS (fsUSDS, Arbitrum)",0,0,0,0,0,0,0
S43,Savings USDS / sUSDS proxy (Arbitrum — POL),0E-20,0E-20,0.0000,0E-20,0E-20,0,0
S44,USDS raw (Arbitrum — POL),90000000.00,90000000.00,0,0.00,0.00,0,0
S45,USDC raw (Arbitrum — ALM idle),4983790.59753100,4442753.63928100,-541036.958250,0E-8,0E-8,0,0
S47,Savings USDS / sUSDS proxy (Optimism — POL),0E-20,0E-20,0.0000,0E-20,0E-20,0,0
S48,USDS raw (Optimism — POL),89900000.00,89900000.00,0,0.00,0.00,0,0
S49,USDC raw (Optimism — ALM idle),5000000.00,5000000.00,0,0.00,0.00,0,0
S51,Savings USDS / sUSDS proxy (Unichain — POL),0E-20,0E-20,0,0E-20,0E-20,0,0
S52,USDS raw (Unichain — POL),89900000.00,89900000.00,0,0.00,0.00,0,0
S53,USDC raw (Unichain — ALM idle),4997665.82726400,4987120.64666700,-10545.180597,0E-8,0E-8,0,0
S54,Aave Avalanche USDC (aAvaUSDC),10000143.50548600,10000122.63632800,-19331.280301,19310.41114300,19310.41114300,0,0
S55,USDC raw (Avalanche-C — ALM idle),0,10.26380200,10.263802,0E-8,0E-8,0,0
