venue_id,label,value_som,value_eom,period_inflow,revenue,actual_revenue,br_charge,sky_direct_shortfall
S26,USDC raw (ALM idle),0,0,0,0,0,0,0
S27,USDT raw (ALM idle — $442M as of 2026-04),0,1868.7416400,1868.74164,0E-7,0E-7,0,0
S28,PYUSD raw (ALM idle — $677M as of 2026-04),524852622.17200700,527588174.07010600,2735551.898099,0E-8,0E-8,0,0
S29,DAI raw (ALM idle),0,0,0,0,0,0,0
S30,USDe raw (ALM idle),0.00007489627589780300,0.00007489627589780300,0E-18,0E-20,0E-20,0,0
S31,USDS raw / POL (ALM idle — already netted out of utilized),0,0,0,0,0,0,0
S32,"sUSDS raw / POL (ALM — Cat B 4626, $1.59B)",393521575.9700124907173604349,798615399.4386114172760199324,403416716.5878027664269403603,1677106.8807961601317191372,1677106.8807961601317191372,0,0
S34,"Spark USDC Vault (Morpho, Base)",61.1512192678940570380294800,494.7150552250027240720362460,0,433.5638359571086670340067660,433.5638359571086670340067660,0,0
S35,Aave Base USDC (aBasUSDC),0.00168800,0.00169200,0,0.00000400,0.00000400,0,0
S36,"Fluid Savings USDS (fsUSDS, Base)",283.8972488542868018174671926,283.8972488542868018174671926,0,0E-25,0E-25,0,0
S37,Savings USDS / sUSDS proxy (Base — POL),0E-20,0E-20,0,0E-20,0E-20,0,0
S38,USDS raw (Base — POL),65170000.00,65170000.00,0,0.00,0.00,0,0
S39,USDC raw (Base — ALM idle),4979093.43576100,5000000.00,20906.564239,0E-8,0E-8,0,0
S41,Aave Arbitrum USDCn (aArbUSDCn),0.0063100,0.00631900,0,0.00000900,0.00000900,0,0
S42,"Fluid Savings USDS (fsUSDS, Arbitrum)",0,0,0,0,0,0,0
S43,Savings USDS / sUSDS proxy (Arbitrum — POL),0E-20,0E-20,0,0E-20,0E-20,0,0
S44,USDS raw (Arbitrum — POL),90000000.00,90000000.00,0,0.00,0.00,0,0
S45,USDC raw (Arbitrum — ALM idle),4994817.31555300,4983790.59753100,-11026.718022,0E-8,0E-8,0,0
S47,Savings USDS / sUSDS proxy (Optimism — POL),0E-20,0E-20,0,0E-20,0E-20,0,0
S48,USDS raw (Optimism — POL),89900000.00,89900000.00,0,0.00,0.00,0,0
S49,USDC raw (Optimism — ALM idle),5000000.00,5000000.00,0,0.00,0.00,0,0
S51,Savings USDS / sUSDS proxy (Unichain — POL),0E-20,0E-20,0,0E-20,0E-20,0,0
S52,USDS raw (Unichain — POL),89900000.00,89900000.00,0,0.00,0.00,0,0
S53,USDC raw (Unichain — ALM idle),5000000.00,4997665.82726400,-2334.172736,0E-8,0E-8,0,0
S54,Aave Avalanche USDC (aAvaUSDC),10000965.03679200,10000143.50548600,-20243.628671,19422.09736500,19422.09736500,0,0
S55,USDC raw (Avalanche-C — ALM idle),0,0,0,0,0,0,0
